Elo Rank,Player,Age,Elo,Unnamed: 4,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Unnamed: 11,Peak Elo,Peak Month,Unnamed: 14,WTA Rank,Log diff,NormName
468,Sapfo Sakellaridi,22.1,1263.8,,506,1142.2,435,1264.6,449,1306.9,,1437.6,2023-07,,355,0.28,Sakellaridi S.
469,Jessica Pieri,28.0,1262.6,,472,1223.9,461,1238.7,465,1295.8,,1610.2,2021-05,,409,0.14,Pieri J.
470,Daria Lodikova,28.8,1262.0,,484,1211.2,445,1254.6,451,1306.0,,1453.4,2024-10,,410,0.14,Lodikova D.
471,Yasmine Mansouri,23.9,1261.5,,452,1253.2,495,1169.0,452,1305.8,,1399.3,2024-11,,325,0.37,Mansouri Y.
472,Georgia Andreea Craciun,25.9,1260.7,,498,1178.3,437,1263.3,453,1305.4,,1414.9,2024-11,,334,0.35,Craciun G.
473,Riya Bhatia,27.6,1259.3,,495,1181.9,431,1266.8,488,1275.5,,1279.5,2025-05,,551,-0.15,Bhatia R.
474,Dalayna Hewitt,24.4,1257.0,,458,1244.6,490,1181.6,455,1303.5,,1492.7,2022-03,,705,-0.4,Hewitt D.
475,Victoria Rodriguez,30.1,1256.7,,451,1255.0,472,1221.3,456,1303.3,,1470.7,2015-10,,408,0.15,Rodriguez V.
476,Martha Matoula,28.0,1255.7,,412,1289.5,466,1230.5,330,1377.9,,1571.3,2022-08,,395,0.19,Matoula M.
477,Sakura Hosogi,25.0,1254.3,,465,1235.2,470,1222.3,457,1302.2,,1368.2,2022-12,,358,0.29,Hosogi S.
478,Gabriella Da Silva Fick,24.7,1250.9,,481,1213.6,459,1240.5,459,1300.5,,1289.3,2025-05,,401,0.18,Fick G.
479,Nahia Berecoechea,21.1,1250.5,,470,1230.6,483,1203.8,460,1300.3,,1344.8,2024-06,,506,-0.05,Berecoechea N.
480,Naiktha Bains,27.4,1247.1,,480,1214.8,446,1253.9,509,1221.8,,1427.3,2019-05,,521,-0.08,Bains N.
481,Jenny Lim,20.3,1246.4,,473,1221.9,475,1219.8,464,1298.2,,1477.7,2024-05,,520,-0.08,Lim J.
482,Jessica Failla,27.9,1243.5,,462,1239.1,488,1188.5,473,1285.4,,1414.0,2024-06,,585,-0.19,Failla J.
483,Nina Vargova,19.4,1238.7,,474,1221.3,484,1200.1,468,1294.3,,1333.2,2022-11,,375,0.25,Vargova N.
484,Kaylah Mcphee,26.9,1234.0,,479,1215.6,460,1239.7,499,1245.0,,1550.1,2019-08,,607,-0.23,Mcphee K.
485,Ayumi Koshiishi,24.7,1233.7,,483,1211.8,465,1231.9,469,1291.9,,1375.8,2024-10,,378,0.25,Koshiishi A.
486,Maria Jose Portillo Ramirez,26.0,1231.7,,477,1218.1,485,1194.1,472,1290.9,,1291.7,2024-11,,428,0.13,Ramirez M.
487,Erika Sema,36.3,1221.4,,486,1210.3,505,1147.0,491,1270.7,,1570.8,2011-10,,515,-0.06,Sema E.
488,Weronika Falkowska,24.7,1220.8,,459,1242.1,494,1172.7,474,1285.4,,1411.9,2022-11,,403,0.19,Falkowska W.
489,Weronika Ewald,19.2,1220.6,,493,1191.5,462,1237.5,476,1285.3,,1280.4,2024-08,,582,-0.17,Ewald W.
490,Naho Sato,24.1,1217.8,,489,1198.0,469,1223.9,478,1283.9,,1430.8,2024-05,,560,-0.13,Sato N.
491,Victoria Hu,23.1,1214.0,,490,1197.5,486,1192.2,480,1282.0,,1478.5,2024-02,,507,-0.03,Hu V.
492,Funa Kozaki,23.7,1211.9,,485,1211.1,489,1185.7,483,1280.9,,1296.7,2024-11,,651,-0.28,Kozaki F.
493,Kira Pavlova,21.0,1210.5,,491,1195.4,473,1220.3,484,1280.3,,1394.5,2024-04,,553,-0.11,Pavlova K.
494,Alana Smith,25.5,1209.8,,460,1240.0,510,1116.5,504,1235.0,,1489.9,2024-11,,379,0.26,Smith A.
495,Julieta Lara Estable,27.6,1209.8,,475,1219.9,491,1180.3,485,1279.9,,1428.4,2024-08,,530,-0.07,Estable J.
496,Yuki Naito,24.1,1206.5,,496,1180.3,478,1212.0,496,1247.7,,1525.0,2022-06,,529,-0.06,Naito Y.
497,Angelina Voloshchuk,18.1,1200.9,,488,1202.2,493,1174.5,489,1275.5,,1337.9,2024-06,,837,-0.52,Voloshchuk A.
498,Eri Shimizu,26.9,1199.8,,494,1182.6,477,1214.9,482,1281.1,,1466.2,2024-09,,393,0.24,Shimizu E.
499,Fernanda Labrana,26.0,1197.3,,457,1244.7,496,1168.6,490,1273.6,,1342.9,2022-04,,522,-0.05,Labrana F.
500,Ekaterina Yashina,31.8,1178.9,,502,1164.8,504,1149.3,508,1224.6,,1263.8,2011-07,,491,0.02,Yashina E.
501,Tara Moore,32.7,1177.3,,499,1172.7,513,1081.8,494,1251.0,,1600.5,2016-11,,863,-0.54,Moore T.
502,Ana Candiotto,20.9,1174.4,,500,1169.1,501,1161.4,492,1262.2,,1196.8,2024-09,,567,-0.12,Candiotto A.
503,Ekaterina Ovcharenko,24.4,1160.8,,505,1144.6,497,1166.4,493,1255.4,,1308.8,2024-10,,505,0.0,Ovcharenko E.
504,Ya Yi Yang,20.4,1155.3,,504,1149.5,502,1159.4,505,1226.2,,1374.1,2023-10,,773,-0.43,Yang Y.
505,Haley Giavara,24.5,1149.6,,503,1164.2,509,1119.5,495,1249.8,,1423.4,2023-07,,476,0.06,Giavara H.
506,Rinko Matsuda,20.1,1147.2,,507,1129.7,487,1188.6,510,1218.1,,1203.6,2025-06,,580,-0.14,Matsuda R.
507,Haruna Arakawa,25.3,1143.1,,511,1100.2,498,1165.7,497,1246.5,,1207.1,2017-05,,504,0.01,Arakawa H.
508,Ksenia Laskutova,28.0,1138.4,,501,1166.8,508,1120.0,501,1244.2,,1206.6,2022-10,,501,0.01,Laskutova K.
509,Aneta Laboutkova,24.8,1127.8,,513,1096.0,506,1128.9,502,1238.9,,1326.4,2022-08,,619,-0.2,Laboutkova A.
510,Mana Kawamura,23.8,1125.8,,509,1119.0,500,1163.4,503,1237.9,,1295.8,2023-03,,702,-0.32,Kawamura M.
511,Hiroko Kuwata,34.3,1120.3,,510,1107.0,512,1096.5,513,1120.6,,1574.6,2015-03,,594,-0.15,Kuwata H.
512,Freya Christie,27.5,1100.5,,508,1120.5,514,1073.6,514,1042.4,,1281.6,2016-10,,678,-0.28,Christie F.
513,Celia Cervino Ruiz,27.3,1100.5,,512,1097.9,507,1125.1,506,1225.2,,1200.0,2022-06,,549,-0.07,Ruiz C.
514,Nagi Hanatani,30.1,1078.8,,514,1046.3,511,1105.5,512,1183.9,,1372.5,2021-08,,670,-0.27,Hanatani N.
